business,avg_stars,Sentiment_Score_neg,Sentiment_Score_pos,Sentiment_Score_remark
Visionworks Doctors of Optometry,4.0,0.061,0.169,Positive Sentiment
Suis Generis,3.826923076923077,0.051,0.23,Positive Sentiment
Sports Authority,3.6666666666666665,0.038,0.103,Positive Sentiment
Del Taco,2.333333333333333,0.09,0.146,Positive Sentiment
Ribit's BBQ,3.055555555555556,0.057,0.211,Positive Sentiment
Pho An Hoa Restaurant,3.929577464788733,0.047,0.243,Positive Sentiment
Ya' Mama's,1.0,0.022,0.12,Positive Sentiment
Dierbergs Markets,3.125,0.085,0.195,Positive Sentiment
Don Day,3.727272727272727,0.04,0.191,Positive Sentiment
Causeway Beach Wash,4.0,0.048,0.092,Positive Sentiment
Nelly's Express Mexican Restaurant & Pizzeria,3.6666666666666665,0.043,0.175,Positive Sentiment
Audio Itch,4.045454545454546,0.051,0.185,Positive Sentiment
Toby's Shoe Repair,3.2,0.053,0.199,Positive Sentiment
Frisco Train Store,4.833333333333333,0.024,0.227,Positive Sentiment
Kettle Restaurant,3.294117647058824,0.059,0.188,Positive Sentiment
CVS Pharmacy,2.4285714285714284,0.053,0.105,Positive Sentiment
The Wine Cellar Outlet,5.0,0.0,0.23,Positive Sentiment
Williams-Sonoma,3.333333333333333,0.038,0.194,Positive Sentiment
Dunkin',3.5,0.058,0.168,Positive Sentiment
Brick City Eatery,4.619047619047619,0.027,0.288,Positive Sentiment
Mango,4.0,0.038,0.239,Positive Sentiment
High Brow Coffee + Tea,4.021739130434782,0.054,0.256,Positive Sentiment
Chase Bank,1.5,0.054,0.149,Positive Sentiment
Golden Corral Buffet & Grill,1.6428571428571428,0.101,0.135,Positive Sentiment
Sport Clips Haircuts of Exton,4.0,0.047,0.162,Positive Sentiment
Aiello's Pizzeria,4.0,0.034,0.215,Positive Sentiment
Riverwest,3.0,0.101,0.116,Positive Sentiment
The Supply Room - The Presidio Motel,5.0,0.021,0.176,Positive Sentiment
Arrow Electric,4.5,0.028,0.193,Positive Sentiment
Tucson Camera Repair,3.0,0.129,0.046,Negative Sentiment
Williams Park,3.625,0.062,0.147,Positive Sentiment
Wasabi Sushi & Asian Grill,3.121212121212121,0.062,0.191,Positive Sentiment
Famous Toastery,3.65079365079365,0.066,0.231,Positive Sentiment
Ed's Beer & Beverage Mart,3.6666666666666665,0.038,0.197,Positive Sentiment
Gauthreauxs Chop Shop,5.0,0.062,0.272,Positive Sentiment
The Goodland Pet Hospital - La Concepcion,4.8,0.043,0.137,Positive Sentiment
Burger King,1.6666666666666667,0.162,0.108,Negative Sentiment
Enterprise Rent-A-Car,3.0,0.0,0.207,Positive Sentiment
Critter Cuts,4.0,0.09,0.167,Positive Sentiment
Grocery Outlet Bargain Market,4.0,0.0,0.292,Positive Sentiment
House of Stella,5.0,0.0,0.211,Positive Sentiment
Jug's Catering Service,4.833333333333333,0.04,0.205,Positive Sentiment
E Sushi Japanese Grill & Sushi Bar,4.410256410256411,0.056,0.29,Positive Sentiment
HairMasters,4.6,0.121,0.204,Positive Sentiment
Rittenhouse Grill,3.753424657534248,0.042,0.232,Positive Sentiment
Winters Creek Lodge,5.0,0.016,0.355,Positive Sentiment
Las Palmas Mexican Restaurant,3.2205882352941178,0.115,0.15,Positive Sentiment
The Hattery Stove & Still,3.733333333333333,0.072,0.24,Positive Sentiment
Coco Blue Nail & Spa,4.238095238095238,0.053,0.239,Positive Sentiment
The Bricks Courtyard Bar and Grill,3.0,0.07,0.227,Positive Sentiment
Werthan Lofts,3.6666666666666665,0.027,0.142,Positive Sentiment
Jimmy John's,2.4285714285714284,0.086,0.127,Positive Sentiment
Ericksen Infiniti,4.5,0.011,0.26,Positive Sentiment
Conicelli Toyota of Conshohocken,2.5681818181818183,0.084,0.122,Positive Sentiment
Pets Unlimited,4.0,0.053,0.199,Positive Sentiment
Target,4.0625,0.034,0.228,Positive Sentiment
Empire Deli & Pizza Co,3.25,0.061,0.172,Positive Sentiment
Men's Wearhouse,2.294117647058824,0.091,0.105,Positive Sentiment
Uncle C's New Orleans Style Fried Chicken,2.5,0.069,0.176,Positive Sentiment
Caffe Tree,4.0,0.012,0.266,Positive Sentiment
"Ferguson Bath, Kitchen & Lighting Gallery",5.0,0.021,0.232,Positive Sentiment
Seasons Spa And Salon,2.75,0.062,0.156,Positive Sentiment
Atlantic Physical Therapy,5.0,0.089,0.196,Positive Sentiment
Club Fitness - Lemay Ferry,1.7777777777777777,0.079,0.144,Positive Sentiment
Grindhouse,4.0,0.058,0.201,Positive Sentiment
Angys’s Cafe And Ice Cream Parlor,4.0,0.068,0.198,Positive Sentiment
Midas,3.111111111111111,0.062,0.109,Positive Sentiment
Hi Tech Nail,4.454545454545454,0.047,0.25,Positive Sentiment
National Car Rental,2.948051948051948,0.087,0.124,Positive Sentiment
JCPenney,4.0,0.02,0.191,Positive Sentiment
911 Fallen Heroes Memorial,4.0,0.155,0.044,Negative Sentiment
The Tile Shop,5.0,0.0,0.199,Positive Sentiment
Blaze Pizza,3.78125,0.1,0.176,Positive Sentiment
Fiesta Azteca,3.125,0.052,0.232,Positive Sentiment
Fitness 360,3.0,0.065,0.289,Positive Sentiment
Pinocchio's Bar & Grill,3.6,0.072,0.233,Positive Sentiment
Acura Turnersville,5.0,0.042,0.222,Positive Sentiment
Taste of China,5.0,0.041,0.445,Positive Sentiment
Chinese Delight,3.0526315789473686,0.073,0.185,Positive Sentiment
R & S Towing Inc of Chalmette,1.0,0.049,0.024,Negative Sentiment
Sphinx Restaurant,4.142857142857143,0.075,0.257,Positive Sentiment
500 Degrees,3.427652733118971,0.057,0.204,Positive Sentiment
Planet Fitness,4.166666666666667,0.06,0.217,Positive Sentiment
Great Clips,3.333333333333333,0.132,0.183,Positive Sentiment
White Horse Tavern and Wine Bar,3.5,0.049,0.218,Positive Sentiment
Rite Aid,2.5,0.071,0.16,Positive Sentiment
Enterprise Rent-A-Car,3.75,0.083,0.178,Positive Sentiment
Police & Fire Federal Credit Union,5.0,0.073,0.114,Positive Sentiment
Mr Wizard of Aston,3.25,0.047,0.087,Positive Sentiment
Salon L Manayunk,4.1454545454545455,0.06,0.205,Positive Sentiment
Looking Glass Designs,4.666666666666667,0.028,0.246,Positive Sentiment
Military Reserve,4.5,0.033,0.223,Positive Sentiment
Pep Boys,2.8135593220338984,0.089,0.111,Positive Sentiment
Nordstrom,4.307692307692308,0.068,0.155,Positive Sentiment
Safeway,2.6,0.07,0.182,Positive Sentiment
The Rotisserie At the Porch,2.6,0.077,0.131,Positive Sentiment
Metamorphosis,4.461538461538462,0.042,0.239,Positive Sentiment
Pearle Vision,4.0,0.024,0.15,Positive Sentiment
Hot Willy's,4.0,0.038,0.135,Positive Sentiment
Maggie's at State and A,3.4347826086956523,0.066,0.183,Positive Sentiment
Pancheros Mexican Grill,3.294117647058824,0.05,0.159,Positive Sentiment
John's Village Market & Deli,4.761904761904762,0.027,0.224,Positive Sentiment
Dobbs Tire And Auto Center,4.75,0.005,0.158,Positive Sentiment
Massage Envy - Plymouth Meeting,2.571428571428572,0.085,0.151,Positive Sentiment
Pilot Air Freight,1.0,0.092,0.02,Negative Sentiment
Super Laundromat,5.0,0.029,0.099,Positive Sentiment
Pushing Pastry Cafe,4.6,0.007,0.192,Positive Sentiment
Life Time,4.294117647058823,0.023,0.214,Positive Sentiment
Buffalo Wild Wings,2.9791666666666665,0.059,0.182,Positive Sentiment
STNDRD Athletic,1.0,0.055,0.037,Negative Sentiment
211 York,3.9166666666666665,0.049,0.179,Positive Sentiment
The Original Pancake House,3.823529411764706,0.054,0.235,Positive Sentiment
Emily Alice,5.0,0.009,0.25,Positive Sentiment
"Uncle Dave's Homemade Ice Cream, LLC",4.0,0.037,0.179,Positive Sentiment
Amy's Flowers,4.0588235294117645,0.04,0.203,Positive Sentiment
Christine's Family Restaurant,2.5,0.092,0.151,Positive Sentiment
Halcyon Floats,4.608695652173913,0.056,0.205,Positive Sentiment
Wenclewicz Insurance,5.0,0.044,0.105,Positive Sentiment
Riffs Cafe at Highland Ridge,3.909090909090909,0.05,0.186,Positive Sentiment
Studio510,4.5,0.044,0.236,Positive Sentiment
Marble Slab Creamery,3.333333333333333,0.073,0.115,Positive Sentiment
Absolutely Perfect Inc,5.0,0.0,0.299,Positive Sentiment
Fahrenheit Heating and Cooling,1.5,0.111,0.079,Negative Sentiment
Treasure Island Fun Center,4.5,0.029,0.259,Positive Sentiment
Fence Pro Tampa Bay,5.0,0.023,0.256,Positive Sentiment
Raising Cane’s,3.375,0.048,0.187,Positive Sentiment
Super 8 by Wyndham ClearwaterSt. Petersburg Airport,2.0,0.128,0.213,Positive Sentiment
Chase Bank,2.0,0.086,0.162,Positive Sentiment
Mattress Firm Glendale Town Center,5.0,0.05,0.132,Positive Sentiment
Petco,3.75,0.055,0.117,Positive Sentiment
Spring Nails,3.857142857142857,0.068,0.16,Positive Sentiment
Purls Tucson,4.166666666666667,0.044,0.171,Positive Sentiment
Museum of Miniature Houses & Other Collections,4.666666666666667,0.013,0.177,Positive Sentiment
Papa John's Pizza,1.0,0.0,0.04,Positive Sentiment
POOP 911 Reno,2.333333333333333,0.116,0.074,Negative Sentiment
The Granada Theatre,3.789473684210526,0.057,0.166,Positive Sentiment
The Golden Eagle Diner and Restaurant,3.0588235294117645,0.061,0.168,Positive Sentiment
Atlast Auto Center,5.0,0.028,0.141,Positive Sentiment
Cafe de Marco,4.166666666666667,0.039,0.331,Positive Sentiment
Devon Horse Show & Country Fair,4.333333333333333,0.0,0.331,Positive Sentiment
Oregon Laundromat,3.25,0.067,0.139,Positive Sentiment
Oreland Nail Salon,2.6666666666666665,0.097,0.164,Positive Sentiment
Truckee Meadow Herbs,4.25,0.022,0.193,Positive Sentiment
Jack in the Box,2.090909090909091,0.105,0.089,Negative Sentiment
Smart & Final Extra!,5.0,0.0,0.194,Positive Sentiment
Magic Nails,2.909090909090909,0.109,0.12,Positive Sentiment
Lunatic Fringe - Boise,4.363636363636363,0.063,0.227,Positive Sentiment
Castrillo's Pizza of Inglewood,3.298245614035088,0.053,0.196,Positive Sentiment
Crescent Park,4.117647058823529,0.04,0.209,Positive Sentiment
Frabotta's Beach Kitchen,4.1,0.042,0.261,Positive Sentiment
Pyramid Vape Supply,3.5,0.068,0.142,Positive Sentiment
Vitascope Hall,3.1463414634146343,0.059,0.205,Positive Sentiment
Project Management Academy,5.0,0.04,0.195,Positive Sentiment
Jiffy Lube,2.772727272727273,0.082,0.145,Positive Sentiment
RedLine Recreational Toys,5.0,0.03,0.28,Positive Sentiment
Loden Vision Centers,5.0,0.0,0.363,Positive Sentiment
Sophie's Nails,3.0,0.086,0.179,Positive Sentiment
La Quinta Inn by Wyndham Nashville South,2.27027027027027,0.08,0.137,Positive Sentiment
Enhanced Electrical Services,5.0,0.01,0.271,Positive Sentiment
Daisy Mae's Southern Fried Chicken & Breakfast,1.5,0.072,0.128,Positive Sentiment
Crab House,4.666666666666667,0.033,0.263,Positive Sentiment
Felici Events,4.230769230769231,0.034,0.214,Positive Sentiment
Parkway Pizza,3.0,0.072,0.104,Positive Sentiment
Sundial St. Pete,3.842105263157895,0.036,0.201,Positive Sentiment
Pirate's Cove Marina,4.0,0.0,0.285,Positive Sentiment
Thanh Thao Hair Designs,5.0,0.105,0.205,Positive Sentiment
Hampton Inn & Suites Tampa-Wesley Chapel,4.125,0.051,0.197,Positive Sentiment
Crown Honda,3.96,0.044,0.18,Positive Sentiment
Reservoir Dogs Park,4.5,0.034,0.24,Positive Sentiment
Americas Best Value Inn Nashville Downtown,3.0,0.055,0.18,Positive Sentiment
Johnson's Corner Farm,3.6447368421052633,0.042,0.224,Positive Sentiment
Chanticleer Foundation,4.7,0.038,0.256,Positive Sentiment
AAA All Professional Moving & Storage,5.0,0.037,0.193,Positive Sentiment
Howie's Sun City Center Plumbing Services,4.875,0.048,0.136,Positive Sentiment
Birth & Women's Health Center,5.0,0.027,0.203,Positive Sentiment
Fred Meyer,3.0,0.062,0.198,Positive Sentiment
Candida's Pizza,2.75,0.079,0.157,Positive Sentiment
Gazebo Apartments,4.25,0.038,0.231,Positive Sentiment
Fresh Express,3.8,0.038,0.129,Positive Sentiment
Roundtree Apartments,1.0,0.111,0.062,Negative Sentiment
Armada Games,5.0,0.024,0.265,Positive Sentiment
Subaru of North Tampa,5.0,0.026,0.211,Positive Sentiment
Aldine,3.943396226415094,0.05,0.225,Positive Sentiment
Old Standard Fried Chicken,2.950413223140496,0.069,0.189,Positive Sentiment
UV Nightclub,1.75,0.127,0.117,Negative Sentiment
Parish Seafood & Diner,3.8,0.114,0.158,Positive Sentiment
Limelight Hair Studio,4.333333333333333,0.067,0.24,Positive Sentiment
Muriel's Jackson Square,4.222702702702703,0.066,0.222,Positive Sentiment
Advanced Towing & Recovery,5.0,0.054,0.271,Positive Sentiment
The Blind Tiger Cafe - Ybor City,4.184873949579832,0.05,0.252,Positive Sentiment
The Smile Center of Mansfield,5.0,0.0,0.35,Positive Sentiment
Ama Ti Salon and Spa,4.0,0.067,0.145,Positive Sentiment
Rockstar Aquarium Service,5.0,0.026,0.284,Positive Sentiment
Jamba Juice,4.666666666666667,0.024,0.174,Positive Sentiment
Yong's Alterations,4.411764705882353,0.064,0.203,Positive Sentiment
Moonshine Nettie,3.6666666666666665,0.016,0.194,Positive Sentiment
Chai Hong Market,3.0,0.0,0.099,Positive Sentiment
Hancock Whitney,3.25,0.051,0.176,Positive Sentiment
Fancy Fortune Cookies,3.4285714285714284,0.051,0.203,Positive Sentiment
B's Ace Hardware,5.0,0.032,0.248,Positive Sentiment
GCO Carpet Outlet,4.6,0.03,0.174,Positive Sentiment
Eleven Cafē,5.0,0.02,0.229,Positive Sentiment
The Original Barbershop NPR,3.6666666666666665,0.127,0.145,Positive Sentiment
The Hungry Greek,3.733333333333333,0.091,0.224,Positive Sentiment
Kiwi Nails,2.5,0.082,0.09,Positive Sentiment
Page The Cleaner,4.0,0.04,0.248,Positive Sentiment
Tako Japanese Restaurant,4.2105263157894735,0.035,0.269,Positive Sentiment
Sunrise Family Restaurant,3.5294117647058822,0.078,0.187,Positive Sentiment
Imo's Pizza,1.0,0.127,0.135,Positive Sentiment
Windsor Club at Legacy Park,4.5,0.0,0.293,Positive Sentiment
Brandon Meats & Market,2.8,0.092,0.103,Positive Sentiment
Jesse's Steak and Seafood,3.975,0.047,0.242,Positive Sentiment
CYCLEBAR,4.857142857142857,0.029,0.29,Positive Sentiment
Winn Dixie,3.733333333333333,0.025,0.252,Positive Sentiment
Techniques Salon & Spa,3.1666666666666665,0.099,0.121,Positive Sentiment
All Access Vapor,5.0,0.034,0.201,Positive Sentiment
American Dental Associates - Philadelphia,2.0,0.032,0.129,Positive Sentiment
Dolce Ristorante,2.2857142857142856,0.044,0.177,Positive Sentiment
Retro Fitness,3.4285714285714284,0.102,0.208,Positive Sentiment
Lee's Tailoring,4.789473684210527,0.034,0.228,Positive Sentiment
Rodeway Inn Near Ybor City - Casino,1.5714285714285714,0.145,0.058,Negative Sentiment
Hong Kong Restaurant,3.4444444444444446,0.079,0.253,Positive Sentiment
Be Dazzled Beads - Land of Odds,5.0,0.015,0.141,Positive Sentiment
Subaru of Port Richey,3.8,0.072,0.138,Positive Sentiment
Vaper Kings,3.6666666666666665,0.056,0.137,Positive Sentiment
Taylor Hospital,5.0,0.047,0.193,Positive Sentiment
Pre Game Sports Bar and Grill,3.0,0.039,0.23,Positive Sentiment
Green Locus,4.714285714285714,0.029,0.286,Positive Sentiment
Music City Pub Crawl,4.4375,0.026,0.274,Positive Sentiment
Popeyes Louisiana Kitchen,2.2,0.182,0.113,Negative Sentiment
Silverbell Dental Care,4.75,0.003,0.251,Positive Sentiment
Thorntons,4.142857142857143,0.021,0.294,Positive Sentiment
Milk and Honey Nashville,4.041551246537396,0.044,0.245,Positive Sentiment
Siam Thai Restaurant,3.333333333333333,0.07,0.206,Positive Sentiment
Jefferson Feed - Veterans,5.0,0.038,0.222,Positive Sentiment
Sears Appliance Repair,5.0,0.0,0.112,Positive Sentiment
The Cheezy Cajun,4.171428571428572,0.054,0.276,Positive Sentiment
Cups & Chairs,4.264150943396227,0.055,0.275,Positive Sentiment
Novella Wine Bar,4.777777777777778,0.021,0.329,Positive Sentiment
Kane's Furniture,1.0,0.11,0.0,Negative Sentiment
Love Swimming,5.0,0.063,0.166,Positive Sentiment
McDonald's,2.0,0.09,0.112,Positive Sentiment
Grand Deli & Subs,4.444444444444445,0.042,0.254,Positive Sentiment
The Home Depot,2.625,0.086,0.151,Positive Sentiment
Creative Bridewear,4.5,0.02,0.269,Positive Sentiment
Nü Mobile Auto Detailing,5.0,0.029,0.278,Positive Sentiment
iTREKKERS,5.0,0.071,0.216,Positive Sentiment
Hardee's,3.2222222222222223,0.071,0.184,Positive Sentiment
UFC GYM Reno,5.0,0.022,0.122,Positive Sentiment
Scout's Pub,3.6666666666666665,0.045,0.237,Positive Sentiment
Joe Dunn Arts,3.75,0.0,0.251,Positive Sentiment
McDonald's,2.727272727272727,0.1,0.148,Positive Sentiment
Lynch Maintenance Service,5.0,0.0,0.259,Positive Sentiment
Stone Creek Zionsville,3.8372093023255816,0.04,0.249,Positive Sentiment
Taziki's Mediterranean Cafe - West End,3.6607142857142856,0.067,0.214,Positive Sentiment
Bro's Pizzeria & Bar,2.5,0.051,0.183,Positive Sentiment
IHOP,3.0,0.085,0.125,Positive Sentiment
Lecada Medical Artistry,4.7,0.025,0.243,Positive Sentiment
Glazer Children's Museum,3.75,0.053,0.189,Positive Sentiment
Associated Dental Care - Tucson N Campbell,3.25,0.087,0.135,Positive Sentiment
Sheraton Westport Chalet Hotel St. Louis,3.024390243902439,0.068,0.175,Positive Sentiment
Mini Super Pars,2.5,0.048,0.172,Positive Sentiment
Autopros Towing,1.0,0.092,0.112,Positive Sentiment
Children's Medical Clinic - Santa Barbara,5.0,0.0,0.293,Positive Sentiment
Glauser Joel L PC,5.0,0.039,0.254,Positive Sentiment
Empire Beauty School,2.75,0.123,0.086,Negative Sentiment
Palladium Theatre,4.6,0.021,0.217,Positive Sentiment
Jinxed Fishtown,4.666666666666667,0.016,0.235,Positive Sentiment
Harry's Beach Bar,3.625,0.042,0.276,Positive Sentiment
Super Sports & Scuba,3.0,0.039,0.169,Positive Sentiment
Cryan John S Jewelers,5.0,0.032,0.218,Positive Sentiment
Dolan's Irish Pub,3.3448275862068964,0.053,0.217,Positive Sentiment
Zano Cars,2.5,0.049,0.224,Positive Sentiment
Cafe De Manila,4.052631578947368,0.034,0.202,Positive Sentiment
Sligo,2.933333333333333,0.086,0.196,Positive Sentiment
University Family Fun Center,3.5789473684210527,0.066,0.227,Positive Sentiment
The Local,5.0,0.0,0.332,Positive Sentiment
Fez Moroccon Restaurant,2.978947368421053,0.066,0.188,Positive Sentiment
IL Terrazzo,3.0,0.0,0.278,Positive Sentiment
Ramp Riders,4.333333333333333,0.047,0.154,Positive Sentiment
Taco Bell,2.25,0.095,0.096,Positive Sentiment
Afton Limousine Service,1.0,0.0,0.0,Neutral Sentiment
Grotto Pizza,2.6538461538461537,0.088,0.183,Positive Sentiment
Disc Replay,2.6666666666666665,0.094,0.135,Positive Sentiment
7-Eleven,3.5,0.033,0.112,Positive Sentiment
Bobby Chez Crabcakes,3.1333333333333333,0.055,0.201,Positive Sentiment
Ly Michael's,4.166666666666667,0.022,0.26,Positive Sentiment
All RV Service Center,4.5,0.056,0.138,Positive Sentiment
Chateau La VIn,4.625,0.024,0.203,Positive Sentiment
The Country Crock Restaurant,4.555555555555555,0.038,0.217,Positive Sentiment
Head To Toe,5.0,0.0,0.268,Positive Sentiment
US Door & More,1.0,0.059,0.049,Negative Sentiment
IHOP,2.833333333333333,0.054,0.106,Positive Sentiment
Western Village Inn and Casino,3.610526315789474,0.059,0.197,Positive Sentiment
Temaki Sushi,3.806451612903226,0.054,0.248,Positive Sentiment
Rally Stores,3.6666666666666665,0.052,0.095,Positive Sentiment
Commonwealth Kitchen,3.64,0.036,0.212,Positive Sentiment
La Chancla,4.052631578947368,0.038,0.21,Positive Sentiment
Sears Appliance and Hardware Store,1.3333333333333333,0.228,0.0,Negative Sentiment
Redhound Grille,3.39622641509434,0.05,0.208,Positive Sentiment
Fuzzy's Taco Shop,3.0392156862745097,0.077,0.212,Positive Sentiment
China Cafe,3.0,0.023,0.166,Positive Sentiment
Usual Suspects,4.138888888888889,0.05,0.243,Positive Sentiment
Taqueria La Hacienda,5.0,0.0,0.258,Positive Sentiment
Basil Spice Thai Cuisine,3.284482758620689,0.062,0.196,Positive Sentiment
Northern Nevada Medical Group,2.0,0.085,0.153,Positive Sentiment
Downtown Vision,1.0,0.091,0.155,Positive Sentiment
Urban Tan,3.333333333333333,0.075,0.177,Positive Sentiment
Norge Laundry and Dry Cleaning Village,5.0,0.039,0.174,Positive Sentiment
Dairy Joy,4.475,0.034,0.263,Positive Sentiment
Grand Pavilion Condominiums by Greystar Real Estate,3.0,0.11,0.129,Positive Sentiment
Hugo's Auto Detailing,5.0,0.03,0.348,Positive Sentiment
Bloomingdale's Outlet - Liberty Place,4.5,0.038,0.177,Positive Sentiment
Allergy Asthma Food Allergy Centers,5.0,0.014,0.114,Positive Sentiment
National Floor Covering,1.0,0.075,0.105,Positive Sentiment
Dots Diner,4.2631578947368425,0.104,0.218,Positive Sentiment
Season's Pizza,3.0,0.107,0.22,Positive Sentiment
Steinway Piano Gallery,5.0,0.0,0.293,Positive Sentiment
Luigi's Italian Restaurant,3.6666666666666665,0.03,0.248,Positive Sentiment
Eurofest,2.4,0.016,0.12,Positive Sentiment
Franny Lou's Porch,4.764705882352941,0.012,0.379,Positive Sentiment
Claudio's Specialty Foods,4.782051282051282,0.03,0.23,Positive Sentiment
Tower Grove Farmers' Market,4.358974358974359,0.035,0.228,Positive Sentiment
Publix Super Markets,3.571428571428572,0.057,0.168,Positive Sentiment
Ana's Dominican Beauty Salon,4.5,0.0,0.373,Positive Sentiment
Second Image,3.1666666666666665,0.048,0.178,Positive Sentiment
